COUNTRY,FLOW,PARTNER,YEAR,VALUE
United States,Imports,Canada,2015,301035596398
United States,Imports,Canada,2016,283309084275
United States,Imports,Canada,2017,306595647683
United States,Imports,Canada,2018,325515876239
United States,Imports,Czech Republic,2010,2545791473
United States,Imports,Czech Republic,2011,3452868254
United States,Imports,Czech Republic,2012,4042521047
United States,Imports,Czech Republic,2013,4048405249
United States,Imports,Czech Republic,2014,4472810539
United States,Imports,Czech Republic,2015,4610087992
United States,Imports,Czech Republic,2016,4543787359
United States,Imports,Czech Republic,2017,4742772638
United States,Imports,Czech Republic,2018,5168577849
United States,Imports,Denmark,2010,6139650792
United States,Imports,Denmark,2011,6908804879
United States,Imports,Denmark,2012,6893934464
United States,Imports,Denmark,2013,6627546925
United States,Imports,Denmark,2014,7643401793
United States,Imports,Denmark,2015,7852224975
United States,Imports,Denmark,2016,8082839414
United States,Imports,Denmark,2017,7848583951
United States,Imports,Denmark,2018,9025764869
United States,Imports,Finland,2010,4033238423
United States,Imports,Finland,2011,4585159196
United States,Imports,Finland,2012,5317654297
United States,Imports,Finland,2013,4849804338
United States,Imports,Finland,2014,5207250855
United States,Imports,Finland,2015,4667389875
United States,Imports,Finland,2016,4754862677
United States,Imports,Finland,2017,6063188504
United States,Imports,Finland,2018,7361203126
United States,Imports,France,2010,39178550305
United States,Imports,France,2011,40751847317
United States,Imports,France,2012,42537575023
United States,Imports,France,2013,46339863584
United States,Imports,France,2014,47890637261
United States,Imports,France,2015,48692247695
United States,Imports,France,2016,47825840406
United States,Imports,France,2017,50025730065
United States,Imports,France,2018,53713927703
United States,Imports,Germany,2010,84362253126
United States,Imports,Germany,2011,100392797589
United States,Imports,Germany,2012,110602811949
United States,Imports,Germany,2013,116913837900
United States,Imports,Germany,2014,125452995666
United States,Imports,Germany,2015,126478575512
United States,Imports,Germany,2016,116395955396
United States,Imports,Germany,2017,120161614665
United States,Imports,Germany,2018,128393557723
United States,Imports,Greece,2010,844569585
United States,Imports,Greece,2011,910520134
United States,Imports,Greece,2012,1051830074
United States,Imports,Greece,2013,1022090937
United States,Imports,Greece,2014,1107394384
United States,Imports,Greece,2015,1443988874
United States,Imports,Greece,2016,1321343361
United States,Imports,Greece,2017,1355988934
United States,Imports,Greece,2018,1719841371
United States,Imports,Hungary,2010,2543534777
United States,Imports,Hungary,2011,2999559273
United States,Imports,Hungary,2012,3281598508
United States,Imports,Hungary,2013,3840471761
United States,Imports,Hungary,2014,5347741201
United States,Imports,Hungary,2015,5778767705
United States,Imports,Hungary,2016,5444809610
United States,Imports,Hungary,2017,5181359687
United States,Imports,Hungary,2018,5190230221
United States,Imports,Iceland,2010,210780123
United States,Imports,Iceland,2011,227224183
United States,Imports,Iceland,2012,299938613
United States,Imports,Iceland,2013,311497253
United States,Imports,Iceland,2014,320169745
United States,Imports,Iceland,2015,336520942
United States,Imports,Iceland,2016,396571415
United States,Imports,Iceland,2017,440053957
United States,Imports,Iceland,2018,460678889
United States,Imports,Ireland,2010,34024540816
United States,Imports,Ireland,2011,39356068314
United States,Imports,Ireland,2012,33436433877
United States,Imports,Ireland,2013,31712735090
United States,Imports,Ireland,2014,34123924491
United States,Imports,Ireland,2015,39511996298
United States,Imports,Ireland,2016,45699455571
United States,Imports,Ireland,2017,49071936184
United States,Imports,Ireland,2018,57686844095
United States,Imports,Italy,2010,29420410260
United States,Imports,Italy,2011,35082623765
United States,Imports,Italy,2012,38143987731
United States,Imports,Italy,2013,40023548669
United States,Imports,Italy,2014,43313910190
United States,Imports,Italy,2015,45267633575
United States,Imports,Italy,2016,46545649359
United States,Imports,Italy,2017,51398785273
United States,Imports,Italy,2018,56223282315
United States,Imports,Japan,2010,123555965207
United States,Imports,Japan,2011,132442051351
United States,Imports,Japan,2012,150401123348
United States,Imports,Japan,2013,142148496721
United States,Imports,Japan,2014,137438035960
United States,Imports,Japan,2015,134775666229
United States,Imports,Japan,2016,135272905187
United States,Imports,Japan,2017,139860117023
United States,Imports,Japan,2018,146039240818
United States,Imports,Korea,2010,50592030792
United States,Imports,Korea,2011,58580161921
United States,Imports,Korea,2012,60978951865
United States,Imports,Korea,2013,64989600908
United States,Imports,Korea,2014,71832692193
United States,Imports,Korea,2015,74121234994
United States,Imports,Korea,2016,71929603760
United States,Imports,Korea,2017,73168616520
United States,Imports,Korea,2018,76226611636
United States,Imports,Luxembourg,2010,471274571
United States,Imports,Luxembourg,2011,515564649
United States,Imports,Luxembourg,2012,565345909
United States,Imports,Luxembourg,2013,668981286
United States,Imports,Luxembourg,2014,785812967
United States,Imports,Luxembourg,2015,661173256
United States,Imports,Luxembourg,2016,520337989
United States,Imports,Luxembourg,2017,515404590
United States,Imports,Luxembourg,2018,572568171
United States,Imports,Mexico,2010,231919738526
United States,Imports,Mexico,2011,265347176338
United States,Imports,Mexico,2012,280017205621
United States,Imports,Mexico,2013,283043473043
United States,Imports,Mexico,2014,296938113446
United States,Imports,Mexico,2015,297499549233
United States,Imports,Mexico,2016,296858185828
United States,Imports,Mexico,2017,316982125116
United States,Imports,Mexico,2018,349598189462
United States,Imports,Netherlands,2010,19569509222
United States,Imports,Netherlands,2011,24086692907
United States,Imports,Netherlands,2012,22935726376
United States,Imports,Netherlands,2013,19936266080
United States,Imports,Netherlands,2014,21569990901
United States,Imports,Netherlands,2015,17559426983
United States,Imports,Netherlands,2016,16720164999
United States,Imports,Netherlands,2017,18399938461
United States,Imports,Netherlands,2018,25377007405
United States,Imports,New Zealand,2010,2941063761
United States,Imports,New Zealand,2011,3344482547
United States,Imports,New Zealand,2012,3622733415
United States,Imports,New Zealand,2013,3667240765
United States,Imports,New Zealand,2014,4159582869
United States,Imports,New Zealand,2015,4470224716
United States,Imports,New Zealand,2016,4250119365
United States,Imports,New Zealand,2017,4329201457
United States,Imports,New Zealand,2018,4366544522
United States,Imports,Norway,2010,7194647453
United States,Imports,Norway,2011,8562663901
United States,Imports,Norway,2012,6754395998
United States,Imports,Norway,2013,5709240696
United States,Imports,Norway,2014,5572898006
United States,Imports,Norway,2015,4973054292
United States,Imports,Norway,2016,4665612573
United States,Imports,Norway,2017,5295337981
United States,Imports,Norway,2018,7050159025
United States,Imports,Poland,2010,3106689854
United States,Imports,Poland,2011,4528791088
United States,Imports,Poland,2012,4787322507
United States,Imports,Poland,2013,5083018747
United States,Imports,Poland,2014,5366981816
United States,Imports,Poland,2015,5789565908
United States,Imports,Poland,2016,6162233158
United States,Imports,Poland,2017,7345647388
United States,Imports,Poland,2018,8295146258
United States,Imports,Portugal,2010,2225497223
United States,Imports,Portugal,2011,2677600401
United States,Imports,Portugal,2012,2706280104
United States,Imports,Portugal,2013,2941290742
United States,Imports,Portugal,2014,3325398512
United States,Imports,Portugal,2015,3383309974
United States,Imports,Portugal,2016,3334416434
United States,Imports,Portugal,2017,3655253495
United States,Imports,Portugal,2018,4029315105
United States,Imports,Slovak Republic,2010,1102132324
United States,Imports,Slovak Republic,2011,1425948083
United States,Imports,Slovak Republic,2012,1812891295
United States,Imports,Slovak Republic,2013,1811361663
United States,Imports,Slovak Republic,2014,2139423285
United States,Imports,Slovak Republic,2015,2317866814
United States,Imports,Slovak Republic,2016,2567756009
United States,Imports,Slovak Republic,2017,3086771648
United States,Imports,Slovak Republic,2018,4211501540
United States,Imports,Spain,2010,8883901155
United States,Imports,Spain,2011,11423316079
United States,Imports,Spain,2012,12220165120
United States,Imports,Spain,2013,12165813877
United States,Imports,Spain,2014,14885055201
United States,Imports,Spain,2015,14638179471
United States,Imports,Spain,2016,14012010195
United States,Imports,Spain,2017,16266679934
United States,Imports,Spain,2018,17840252326
United States,Imports,Sweden,2010,10865396429
United States,Imports,Sweden,2011,11801250226
United States,Imports,Sweden,2012,10490606413
United States,Imports,Sweden,2013,9440616429
United States,Imports,Sweden,2014,10499409653
United States,Imports,Sweden,2015,10087916296
United States,Imports,Sweden,2016,9978456028
United States,Imports,Sweden,2017,11117977280
United States,Imports,Sweden,2018,12655366349
United States,Imports,Switzerland,2010,19497268381
United States,Imports,Switzerland,2011,24867872615
United States,Imports,Switzerland,2012,26233957162
United States,Imports,Switzerland,2013,28812657486
United States,Imports,Switzerland,2014,31756262448
United States,Imports,Switzerland,2015,31794943807
United States,Imports,Switzerland,2016,36873795900
United States,Imports,Switzerland,2017,36539392256
United States,Imports,Switzerland,2018,41716169534
United States,Imports,Turkey,2010,4420880637
United States,Imports,Turkey,2011,5463155439
United States,Imports,Turkey,2012,6604685712
United States,Imports,Turkey,2013,7017803711
United States,Imports,Turkey,2014,7766400158
United States,Imports,Turkey,2015,8296728982
United States,Imports,Turkey,2016,8526315101
United States,Imports,Turkey,2017,9913460008
United States,Imports,Turkey,2018,10900354374
United States,Imports,United Kingdom,2010,50622714834
United States,Imports,United Kingdom,2011,52057542960
United States,Imports,United Kingdom,2012,55933420872
United States,Imports,United Kingdom,2013,53588787184
United States,Imports,United Kingdom,2014,54972289159
United States,Imports,United Kingdom,2015,58728947654
United States,Imports,United Kingdom,2016,55208243389
United States,Imports,United Kingdom,2017,53964898684
United States,Imports,United Kingdom,2018,61755843882
United States,Imports,Argentina,2010,4008881937
United States,Imports,Argentina,2011,4732371514
United States,Imports,Argentina,2012,4577597010
United States,Imports,Argentina,2013,4877249011
United States,Imports,Argentina,2014,4454078170
United States,Imports,Argentina,2015,4184606996
United States,Imports,Argentina,2016,4906677339
United States,Imports,Argentina,2017,4980154143
United States,Imports,Argentina,2018,5061057510
United States,Imports,Brazil,2010,24968635309
United States,Imports,Brazil,2011,32472192631
United States,Imports,Brazil,2012,33227220402
United States,Imports,Brazil,2013,28612649772
United States,Imports,Brazil,2014,31407324292
United States,Imports,Brazil,2015,28453121968
United States,Imports,Brazil,2016,27182502986
United States,Imports,Brazil,2017,30530801345
United States,Imports,Brazil,2018,32341000317
United States,Imports,Chile,2010,7671046957
United States,Imports,Chile,2011,9728262404
United States,Imports,Chile,2012,10096578037
United States,Imports,Chile,2013,11192909841
United States,Imports,Chile,2014,10281674839
United States,Imports,Chile,2015,9685741771
United States,Imports,Chile,2016,9548322773
United States,Imports,Chile,2017,11297081743
United States,Imports,Chile,2018,12177876635
United States,Imports,China (People's Republic of),2010,382953848884
United States,Imports,China (People's Republic of),2011,417302859040
United States,Imports,China (People's Republic of),2012,444407150084
United States,Imports,China (People's Republic of),2013,460007637814
United States,Imports,China (People's Republic of),2014,486196054777
United States,Imports,China (People's Republic of),2015,502632478430
United States,Imports,China (People's Republic of),2016,481717667144
United States,Imports,China (People's Republic of),2017,526152016737
United States,Imports,China (People's Republic of),2018,562775690635
United States,Imports,Estonia,2010,614142216
United States,Imports,Estonia,2011,997262047
United States,Imports,Estonia,2012,521724275
United States,Imports,Estonia,2013,435824913
United States,Imports,Estonia,2014,574840794
United States,Imports,Estonia,2015,515056118
United States,Imports,Estonia,2016,1017579203
United States,Imports,Estonia,2017,621905465
United States,Imports,Estonia,2018,982794003
United States,Imports,India,2010,30706659298
United States,Imports,India,2011,37468095151
United States,Imports,India,2012,41910216940
United States,Imports,India,2013,43342290060
United States,Imports,India,2014,46969070464
United States,Imports,India,2015,46626294268
United States,Imports,India,2016,47706393536
United States,Imports,India,2017,50601080422
United States,Imports,India,2018,56498983974
United States,Imports,Indonesia,2010,17392278949
United States,Imports,Indonesia,2011,19991946587
United States,Imports,Indonesia,2012,18839700915
United States,Imports,Indonesia,2013,19808730338
United States,Imports,Indonesia,2014,20314709131
United States,Imports,Indonesia,2015,20626618517
United States,Imports,Indonesia,2016,20146349296
United States,Imports,Indonesia,2017,21151666970
United States,Imports,Indonesia,2018,21859711397
United States,Imports,Israel,2010,21221352437
United States,Imports,Israel,2011,23250468972
United States,Imports,Israel,2012,22343664247
United States,Imports,Israel,2013,22967313086
United States,Imports,Israel,2014,23510027459
United States,Imports,Israel,2015,24881370756
United States,Imports,Israel,2016,22635082892
United States,Imports,Israel,2017,22370118870
United States,Imports,Israel,2018,22170466039
United States,Imports,Russia,2010,26531827599
United States,Imports,Russia,2011,35510807006
United States,Imports,Russia,2012,30137458248
United States,Imports,Russia,2013,27731966397
United States,Imports,Russia,2014,24499422206
United States,Imports,Russia,2015,17355841382
United States,Imports,Russia,2016,15258754815
United States,Imports,Russia,2017,17722931580
United States,Imports,Russia,2018,21505986762
United States,Imports,Saudi Arabia,2010,32650735392
United States,Imports,Saudi Arabia,2011,48760004808
United States,Imports,Saudi Arabia,2012,57327164443
United States,Imports,Saudi Arabia,2013,53098031506
United States,Imports,Saudi Arabia,2014,48349780573
United States,Imports,Saudi Arabia,2015,23357232735
United States,Imports,Saudi Arabia,2016,18011178500
United States,Imports,Saudi Arabia,2017,19611338476
United States,Imports,Saudi Arabia,2018,24643755806
United States,Imports,Slovenia,2010,481945545
United States,Imports,Slovenia,2011,563847241
United States,Imports,Slovenia,2012,579985329
United States,Imports,Slovenia,2013,599002766
United States,Imports,Slovenia,2014,721967526
United States,Imports,Slovenia,2015,695638992
United States,Imports,Slovenia,2016,774545203
United States,Imports,Slovenia,2017,785100854
United States,Imports,Slovenia,2018,877184605
United States,Imports,South Africa,2010,8342750435
United States,Imports,South Africa,2011,9648268907
United States,Imports,South Africa,2012,8814615844
United States,Imports,South Africa,2013,8610361680
United States,Imports,South Africa,2014,8455482546
United States,Imports,South Africa,2015,7462147889
United States,Imports,South Africa,2016,6897530502
United States,Imports,South Africa,2017,7910313210
United States,Imports,South Africa,2018,8651923559
Chile,Imports,Australia,2010,326601613
Chile,Imports,Australia,2011,520752015
Chile,Imports,Australia,2012,474288673
Chile,Imports,Australia,2013,419511252
Chile,Imports,Australia,2014,292176054
Chile,Imports,Australia,2015,270239613
Chile,Imports,Australia,2016,356446959
Chile,Imports,Australia,2017,345999324
Chile,Imports,Australia,2018,261098000
Chile,Imports,Austria,2010,181725923
Chile,Imports,Austria,2011,208873060
Chile,Imports,Austria,2012,222162985
Chile,Imports,Austria,2013,360137067
Chile,Imports,Austria,2014,242714951
Chile,Imports,Austria,2015,293197566
Chile,Imports,Austria,2016,246906330
Chile,Imports,Austria,2017,281046169
Chile,Imports,Austria,2018,281862138
Chile,Imports,Belgium,2010,273330130
Chile,Imports,Belgium,2011,352706194
Chile,Imports,Belgium,2012,425732161
Chile,Imports,Belgium,2013,479487436
Chile,Imports,Belgium,2014,408033281
Chile,Imports,Belgium,2015,390418838
Chile,Imports,Belgium,2016,395102249
Chile,Imports,Belgium,2017,385314608
Chile,Imports,Belgium,2018,448721654
Chile,Imports,Canada,2010,722666560
Chile,Imports,Canada,2011,911305892
Chile,Imports,Canada,2012,1030535764
Chile,Imports,Canada,2013,1540447412
Chile,Imports,Canada,2014,1266796712
Chile,Imports,Canada,2015,744509744
Chile,Imports,Canada,2016,620317182
Chile,Imports,Canada,2017,767870264
Chile,Imports,Canada,2018,883642383
Chile,Imports,Czech Republic,2010,32424368
Chile,Imports,Czech Republic,2011,41778059
Chile,Imports,Czech Republic,2012,74834768
Chile,Imports,Czech Republic,2013,51467564
Chile,Imports,Czech Republic,2014,52475608
Chile,Imports,Czech Republic,2015,47863404
Chile,Imports,Czech Republic,2016,84353302
Chile,Imports,Czech Republic,2017,70937959
Chile,Imports,Czech Republic,2018,87337237
Chile,Imports,Denmark,2010,133265232
Chile,Imports,Denmark,2011,180010075
Chile,Imports,Denmark,2012,191768402
Chile,Imports,Denmark,2013,230974799
Chile,Imports,Denmark,2014,266118580
Chile,Imports,Denmark,2015,180352692
Chile,Imports,Denmark,2016,291397811
Chile,Imports,Denmark,2017,170395981
Chile,Imports,Denmark,2018,201367698
Chile,Imports,Finland,2010,244988400
Chile,Imports,Finland,2011,421295189
Chile,Imports,Finland,2012,357175636
Chile,Imports,Finland,2013,357605283
Chile,Imports,Finland,2014,287339681
Chile,Imports,Finland,2015,294204969
Chile,Imports,Finland,2016,266904771
Chile,Imports,Finland,2017,282105628
Chile,Imports,Finland,2018,318753768
Chile,Imports,France,2010,822481690
Chile,Imports,France,2011,1219311981
Chile,Imports,France,2012,1552457621
Chile,Imports,France,2013,2245181779
Chile,Imports,France,2014,2267954664
Chile,Imports,France,2015,1557108875
Chile,Imports,France,2016,1899213817
Chile,Imports,France,2017,1279209134
Chile,Imports,France,2018,1406172932
Chile,Imports,Germany,2010,2351925511
Chile,Imports,Germany,2011,3120238048
Chile,Imports,Germany,2012,2861679563
Chile,Imports,Germany,2013,3193919439
Chile,Imports,Germany,2014,2615818220
Chile,Imports,Germany,2015,2378909165
Chile,Imports,Germany,2016,2295336486
Chile,Imports,Germany,2017,2650230377
Chile,Imports,Germany,2018,2956350949
Chile,Imports,Greece,2010,6397204
Chile,Imports,Greece,2011,8970817
Chile,Imports,Greece,2012,31045044
Chile,Imports,Greece,2013,15689741
Chile,Imports,Greece,2014,23549475
Chile,Imports,Greece,2015,14544434
Chile,Imports,Greece,2016,31818873
Chile,Imports,Greece,2017,17510567
Chile,Imports,Greece,2018,20548096
Chile,Imports,Hungary,2010,28663731
Chile,Imports,Hungary,2011,18415960
Chile,Imports,Hungary,2012,31126356
Chile,Imports,Hungary,2013,53401799
Chile,Imports,Hungary,2014,51412141
Chile,Imports,Hungary,2015,71222260
Chile,Imports,Hungary,2016,106443999
Chile,Imports,Hungary,2017,84214324
Chile,Imports,Hungary,2018,82615396
Chile,Imports,Iceland,2010,6316504
Chile,Imports,Iceland,2011,7349958
Chile,Imports,Iceland,2012,8677252
Chile,Imports,Iceland,2013,10116516
Chile,Imports,Iceland,2014,5771180
Chile,Imports,Iceland,2015,40994380
Chile,Imports,Iceland,2016,4027972
Chile,Imports,Iceland,2017,10159462
Chile,Imports,Iceland,2018,7923224
Chile,Imports,Ireland,2010,74352546
Chile,Imports,Ireland,2011,99740892
Chile,Imports,Ireland,2012,106051124
Chile,Imports,Ireland,2013,104419231
Chile,Imports,Ireland,2014,134284443
Chile,Imports,Ireland,2015,151216415
Chile,Imports,Ireland,2016,130980883
Chile,Imports,Ireland,2017,122325451
Chile,Imports,Ireland,2018,150398787
Chile,Imports,Italy,2010,933252901
Chile,Imports,Italy,2011,1142078554
Chile,Imports,Italy,2012,1264194380
Chile,Imports,Italy,2013,1279540130
Chile,Imports,Italy,2014,1269455560
Chile,Imports,Italy,2015,1162076298
Chile,Imports,Italy,2016,1095785787
Chile,Imports,Italy,2017,1194419067
Chile,Imports,Italy,2018,1295017506
Chile,Imports,Japan,2010,3394550686
Chile,Imports,Japan,2011,2957409848
Chile,Imports,Japan,2012,2596367383
Chile,Imports,Japan,2013,2367813232
Chile,Imports,Japan,2014,2295844243
Chile,Imports,Japan,2015,2084591911
Chile,Imports,Japan,2016,1975123754
Chile,Imports,Japan,2017,2125951611
Chile,Imports,Japan,2018,2492125975
Chile,Imports,Korea,2010,3482408659
Chile,Imports,Korea,2011,2730118944
Chile,Imports,Korea,2012,2603951642
Chile,Imports,Korea,2013,2744105633
Chile,Imports,Korea,2014,2306100015
Chile,Imports,Korea,2015,2030327019
Chile,Imports,Korea,2016,1763889812
Chile,Imports,Korea,2017,1955714840
Chile,Imports,Korea,2018,1871816033
Chile,Imports,Luxembourg,2010,13438856
Chile,Imports,Luxembourg,2011,18793969
Chile,Imports,Luxembourg,2012,27306586
Chile,Imports,Luxembourg,2013,17503951
Chile,Imports,Luxembourg,2014,7092425
Chile,Imports,Luxembourg,2015,7517156
Chile,Imports,Luxembourg,2016,6848854
Chile,Imports,Luxembourg,2017,10828293
Chile,Imports,Luxembourg,2018,13069374
Chile,Imports,Mexico,2010,2118381967
Chile,Imports,Mexico,2011,2526542944
Chile,Imports,Mexico,2012,2607575931
Chile,Imports,Mexico,2013,2516760521
Chile,Imports,Mexico,2014,2430746559
Chile,Imports,Mexico,2015,2140980701
Chile,Imports,Mexico,2016,2011335704
Chile,Imports,Mexico,2017,2133121424
Chile,Imports,Mexico,2018,2413783441
Chile,Imports,Netherlands,2010,288029317
Chile,Imports,Netherlands,2011,278296593
Chile,Imports,Netherlands,2012,389327499
Chile,Imports,Netherlands,2013,650749676
Chile,Imports,Netherlands,2014,461805341
Chile,Imports,Netherlands,2015,408755871
Chile,Imports,Netherlands,2016,515013096
Chile,Imports,Netherlands,2017,491125671
Chile,Imports,Netherlands,2018,495382562
Chile,Imports,New Zealand,2010,35484408
Chile,Imports,New Zealand,2011,53239678
Chile,Imports,New Zealand,2012,65647807
Chile,Imports,New Zealand,2013,112426528
Chile,Imports,New Zealand,2014,130181514
Chile,Imports,New Zealand,2015,101955485
Chile,Imports,New Zealand,2016,90257955
Chile,Imports,New Zealand,2017,130209628
Chile,Imports,New Zealand,2018,141274226
Chile,Imports,Norway,2010,78309165
Chile,Imports,Norway,2011,74086057
Chile,Imports,Norway,2012,160882669
Chile,Imports,Norway,2013,79754620
Chile,Imports,Norway,2014,105626559
Chile,Imports,Norway,2015,86013124
Chile,Imports,Norway,2016,147591821
Chile,Imports,Norway,2017,76442056
Chile,Imports,Norway,2018,155095503
Chile,Imports,Poland,2010,47911969
Chile,Imports,Poland,2011,55527471
Chile,Imports,Poland,2012,77331530
Chile,Imports,Poland,2013,96339511
Chile,Imports,Poland,2014,97337404
Chile,Imports,Poland,2015,105107866
Chile,Imports,Poland,2016,101406969
Chile,Imports,Poland,2017,129526523
Chile,Imports,Poland,2018,176359853
Chile,Imports,Portugal,2010,68172165
Chile,Imports,Portugal,2011,95478913
Chile,Imports,Portugal,2012,118875496
Chile,Imports,Portugal,2013,114253667
Chile,Imports,Portugal,2014,145272445
Chile,Imports,Portugal,2015,120333731
Chile,Imports,Portugal,2016,130598848
Chile,Imports,Portugal,2017,142007740
Chile,Imports,Portugal,2018,191480524
Chile,Imports,Slovak Republic,2010,19123586
Chile,Imports,Slovak Republic,2011,12455504
Chile,Imports,Slovak Republic,2012,13408533
Chile,Imports,Slovak Republic,2013,12015631
Chile,Imports,Slovak Republic,2014,12201460
Chile,Imports,Slovak Republic,2015,15141052
Chile,Imports,Slovak Republic,2016,16952060
Chile,Imports,Slovak Republic,2017,18792040
Chile,Imports,Slovak Republic,2018,24992862
Chile,Imports,Spain,2010,971795045
Chile,Imports,Spain,2011,1100107467
Chile,Imports,Spain,2012,1389483083
Chile,Imports,Spain,2013,1735192921
Chile,Imports,Spain,2014,1455326489
Chile,Imports,Spain,2015,1536396085
Chile,Imports,Spain,2016,1551374013
Chile,Imports,Spain,2017,1424187474
Chile,Imports,Spain,2018,1676224060
Chile,Imports,Sweden,2010,477591505
Chile,Imports,Sweden,2011,546208828
Chile,Imports,Sweden,2012,538776917
Chile,Imports,Sweden,2013,468410551
Chile,Imports,Sweden,2014,439917070
Chile,Imports,Sweden,2015,383598948
Chile,Imports,Sweden,2016,347142428
Chile,Imports,Sweden,2017,376849435
Chile,Imports,Sweden,2018,465989914
Chile,Imports,Switzerland,2010,222316337
Chile,Imports,Switzerland,2011,322657685
Chile,Imports,Switzerland,2012,316887701
Chile,Imports,Switzerland,2013,335695734
Chile,Imports,Switzerland,2014,285070381
Chile,Imports,Switzerland,2015,261971166
Chile,Imports,Switzerland,2016,259390664
Chile,Imports,Switzerland,2017,258526637
Chile,Imports,Switzerland,2018,277627772
Chile,Imports,Turkey,2010,92003876
Chile,Imports,Turkey,2011,167547974
Chile,Imports,Turkey,2012,217232215
Chile,Imports,Turkey,2013,256431292
Chile,Imports,Turkey,2014,245962596
Chile,Imports,Turkey,2015,245345236
Chile,Imports,Turkey,2016,309446293
Chile,Imports,Turkey,2017,323830794
Chile,Imports,Turkey,2018,429464307
Chile,Imports,United Kingdom,2010,980225996
Chile,Imports,United Kingdom,2011,1358092467
Chile,Imports,United Kingdom,2012,891519417
Chile,Imports,United Kingdom,2013,1467555002
Chile,Imports,United Kingdom,2014,846504069
Chile,Imports,United Kingdom,2015,542412965
Chile,Imports,United Kingdom,2016,467721579
Chile,Imports,United Kingdom,2017,561692196
Chile,Imports,United Kingdom,2018,670151071
Chile,Imports,United States,2010,9988781551
Chile,Imports,United States,2011,15104146399
Chile,Imports,United States,2012,18593328217
Chile,Imports,United States,2013,16035663572
Chile,Imports,United States,2014,14223687408
Chile,Imports,United States,2015,11777649747
Chile,Imports,United States,2016,10321400499
Chile,Imports,United States,2017,11751898134
Chile,Imports,United States,2018,14128382021
Chile,Imports,Argentina,2010,4693020932
Chile,Imports,Argentina,2011,4750072864
Chile,Imports,Argentina,2012,5283269423
Chile,Imports,Argentina,2013,3930770582
Chile,Imports,Argentina,2014,2916074525
Chile,Imports,Argentina,2015,2518844505
Chile,Imports,Argentina,2016,2529648921
Chile,Imports,Argentina,2017,2921549522
Chile,Imports,Argentina,2018,3410976170
Chile,Imports,Brazil,2010,4659996636
Chile,Imports,Brazil,2011,6224904490
Chile,Imports,Brazil,2012,5185972736
Chile,Imports,Brazil,2013,5103923951
Chile,Imports,Brazil,2014,5677843624
Chile,Imports,Brazil,2015,4858652329
Chile,Imports,Brazil,2016,4780825260
Chile,Imports,Brazil,2017,5704539900
Chile,Imports,Brazil,2018,6751619280
Chile,Imports,Chile,2010,11831820
Chile,Imports,Chile,2011,13375500
Chile,Imports,Chile,2012,16377462
Chile,Imports,Chile,2013,10204235
Chile,Imports,Chile,2014,24923375
Chile,Imports,Chile,2015,13215891
Chile,Imports,Chile,2016,11580904
Chile,Imports,Chile,2017,13404110
Chile,Imports,Chile,2018,16720252
Chile,Imports,China (People's Republic of),2010,9961029416
Chile,Imports,China (People's Republic of),2011,12695462024
Chile,Imports,China (People's Republic of),2012,14432077726
Chile,Imports,China (People's Republic of),2013,15784315002
Chile,Imports,China (People's Republic of),2014,14993982537
Chile,Imports,China (People's Republic of),2015,14603890640
Chile,Imports,China (People's Republic of),2016,14305046775
Chile,Imports,China (People's Republic of),2017,15509223266
Chile,Imports,China (People's Republic of),2018,17555634222
Chile,Imports,Estonia,2010,1429541
Chile,Imports,Estonia,2011,4714307
Chile,Imports,Estonia,2012,3279841
Chile,Imports,Estonia,2013,3433493
Chile,Imports,Estonia,2014,5318743
Chile,Imports,Estonia,2015,4521446
Chile,Imports,Estonia,2016,7328729
Chile,Imports,Estonia,2017,7917113
Chile,Imports,Estonia,2018,15153742
Chile,Imports,India,2010,410133012
Chile,Imports,India,2011,499841669
Chile,Imports,India,2012,710932865
Chile,Imports,India,2013,738325973
Chile,Imports,India,2014,664632777
Chile,Imports,India,2015,716606259
Chile,Imports,India,2016,726940951
Chile,Imports,India,2017,807113493
Chile,Imports,India,2018,982459842
Chile,Imports,Indonesia,2010,218018591
Chile,Imports,Indonesia,2011,272299345
Chile,Imports,Indonesia,2012,219970229
Chile,Imports,Indonesia,2013,194639038
Chile,Imports,Indonesia,2014,241974210
Chile,Imports,Indonesia,2015,181609826
Chile,Imports,Indonesia,2016,164830138
Chile,Imports,Indonesia,2017,209315042
Chile,Imports,Indonesia,2018,197511300
Chile,Imports,Israel,2010,93307455
Chile,Imports,Israel,2011,108504857
Chile,Imports,Israel,2012,119506753
Chile,Imports,Israel,2013,134424011
Chile,Imports,Israel,2014,121221790
Chile,Imports,Israel,2015,140950562
Chile,Imports,Israel,2016,143364200
Chile,Imports,Israel,2017,122575385
Chile,Imports,Israel,2018,129082795
Chile,Imports,Russia,2010,33797824
Chile,Imports,Russia,2011,44319079
Chile,Imports,Russia,2012,65383781
Chile,Imports,Russia,2013,62942038
Chile,Imports,Russia,2014,60025307
Chile,Imports,Russia,2015,61593990
Chile,Imports,Russia,2016,57292994
Chile,Imports,Russia,2017,67678616
Chile,Imports,Russia,2018,70874950
Chile,Imports,Saudi Arabia,2010,28703858
Chile,Imports,Saudi Arabia,2011,70500391
Chile,Imports,Saudi Arabia,2012,74740233
Chile,Imports,Saudi Arabia,2013,53819006
Chile,Imports,Saudi Arabia,2014,123606446
Chile,Imports,Saudi Arabia,2015,139420272
Chile,Imports,Saudi Arabia,2016,16265232
