COUNTRY,FLOW,PARTNER,YEAR,VALUE
Korea,Exports,United Kingdom,2018,6358770495
Korea,Exports,United States,2013,62326903271
Korea,Exports,United States,2014,20171839904
Korea,Exports,United States,2015,70117307228
Korea,Exports,United States,2016,66748306308
Korea,Exports,United States,2017,68852265159
Korea,Exports,United States,2018,73043815673
Korea,Exports,Argentina,2013,1074647147
Korea,Exports,Argentina,2014,26895778
Korea,Exports,Argentina,2015,1046850818
Korea,Exports,Argentina,2016,795651280
Korea,Exports,Argentina,2017,836174324
Korea,Exports,Argentina,2018,536361276
Korea,Exports,Brazil,2013,9688236019
Korea,Exports,Brazil,2014,16184474038
Korea,Exports,Brazil,2015,5494896301
Korea,Exports,Brazil,2016,4456543019
Korea,Exports,Brazil,2017,5505231575
Korea,Exports,Brazil,2018,4883693471
Korea,Exports,Chile,2013,2458197826
Korea,Exports,Chile,2014,88997546
Korea,Exports,Chile,2015,1742341803
Korea,Exports,Chile,2016,1611306224
Korea,Exports,Chile,2017,1530001542
Korea,Exports,Chile,2018,1807483510
Korea,Exports,China (People's Republic of),2013,145869498273
Korea,Exports,China (People's Republic of),2014,241165014546
Korea,Exports,China (People's Republic of),2015,137123933792
Korea,Exports,China (People's Republic of),2016,124432940703
Korea,Exports,China (People's Republic of),2017,142119046217
Korea,Exports,China (People's Republic of),2018,162124667641
Korea,Exports,Estonia,2013,151920293
Korea,Exports,Estonia,2014,2736956
Korea,Exports,Estonia,2015,61967016
Korea,Exports,Estonia,2016,62133486
Korea,Exports,Estonia,2017,78405664
Korea,Exports,Estonia,2018,93468558
Korea,Exports,India,2013,11375792024
Korea,Exports,India,2014,4774481894
Korea,Exports,India,2015,12029586768
Korea,Exports,India,2016,11596031874
Korea,Exports,India,2017,15055543131
Korea,Exports,India,2018,15606220834
Korea,Exports,Indonesia,2013,11568177875
Korea,Exports,Indonesia,2014,12427897078
Korea,Exports,Indonesia,2015,7872404448
Korea,Exports,Indonesia,2016,6608530303
Korea,Exports,Indonesia,2017,8403680194
Korea,Exports,Indonesia,2018,8833194908
Korea,Exports,Israel,2013,1461311163
Korea,Exports,Israel,2014,24626592
Korea,Exports,Israel,2015,1176580108
Korea,Exports,Israel,2016,1271551152
Korea,Exports,Israel,2017,1265691568
Korea,Exports,Israel,2018,1446815714
Korea,Exports,Russia,2013,11149103326
Korea,Exports,Russia,2014,398512206
Korea,Exports,Russia,2015,4685732130
Korea,Exports,Russia,2016,4768750644
Korea,Exports,Russia,2017,6906616423
Korea,Exports,Russia,2018,7320870993
Korea,Exports,Saudi Arabia,2013,8827722009
Korea,Exports,Saudi Arabia,2014,249943615
Korea,Exports,Saudi Arabia,2015,9481872346
Korea,Exports,Saudi Arabia,2016,5643866680
Korea,Exports,Saudi Arabia,2017,5147056116
Korea,Exports,Saudi Arabia,2018,3951951358
Korea,Exports,Slovenia,2013,1413999971
Korea,Exports,Slovenia,2014,23137889
Korea,Exports,Slovenia,2015,1625893400
Korea,Exports,Slovenia,2016,1656172662
Korea,Exports,Slovenia,2017,1912509150
Korea,Exports,Slovenia,2018,1888255600
Korea,Exports,South Africa,2013,2697795210
Korea,Exports,South Africa,2014,81762759
Korea,Exports,South Africa,2015,1262447179
Korea,Exports,South Africa,2016,950180340
Korea,Exports,South Africa,2017,969809831
Korea,Exports,South Africa,2018,1021976346
Luxembourg,Exports,Australia,2010,27955236
Luxembourg,Exports,Australia,2011,38752505
Luxembourg,Exports,Australia,2012,38762679
Luxembourg,Exports,Australia,2013,51811289
Luxembourg,Exports,Australia,2014,25414215
Luxembourg,Exports,Australia,2015,21200110
Luxembourg,Exports,Australia,2017,25143054
Luxembourg,Exports,Australia,2018,22022642
Luxembourg,Exports,Austria,2010,261076590
Luxembourg,Exports,Austria,2011,330202214
Luxembourg,Exports,Austria,2012,222787178
Luxembourg,Exports,Austria,2013,212475359
Luxembourg,Exports,Austria,2014,220858794
Luxembourg,Exports,Austria,2015,206781282
Luxembourg,Exports,Austria,2017,253066760
Luxembourg,Exports,Austria,2018,289896542
Luxembourg,Exports,Belgium,2010,2347278032
Luxembourg,Exports,Belgium,2011,2860517540
Luxembourg,Exports,Belgium,2012,2792175306
Luxembourg,Exports,Belgium,2013,1821005621
Luxembourg,Exports,Belgium,2014,1934269669
Luxembourg,Exports,Belgium,2015,1608238868
Luxembourg,Exports,Belgium,2017,1608073348
Luxembourg,Exports,Belgium,2018,1754208594
Luxembourg,Exports,Canada,2010,79962477
Luxembourg,Exports,Canada,2011,114994205
Luxembourg,Exports,Canada,2012,97665236
Luxembourg,Exports,Canada,2013,90476217
Luxembourg,Exports,Canada,2014,139084311
Luxembourg,Exports,Canada,2015,104540764
Luxembourg,Exports,Canada,2017,99495659
Luxembourg,Exports,Canada,2018,101390105
Luxembourg,Exports,Czech Republic,2010,162892495
Luxembourg,Exports,Czech Republic,2011,165165534
Luxembourg,Exports,Czech Republic,2012,139934904
Luxembourg,Exports,Czech Republic,2013,142646735
Luxembourg,Exports,Czech Republic,2014,144309307
Luxembourg,Exports,Czech Republic,2015,115818978
Luxembourg,Exports,Czech Republic,2017,172193644
Luxembourg,Exports,Czech Republic,2018,197908682
Luxembourg,Exports,Denmark,2010,140137728
Luxembourg,Exports,Denmark,2011,138800776
Luxembourg,Exports,Denmark,2012,125537901
Luxembourg,Exports,Denmark,2013,100271829
Luxembourg,Exports,Denmark,2014,114758843
Luxembourg,Exports,Denmark,2015,113669182
Luxembourg,Exports,Denmark,2017,106895053
Luxembourg,Exports,Denmark,2018,123223844
Luxembourg,Exports,Finland,2010,84778894
Luxembourg,Exports,Finland,2011,109743171
Luxembourg,Exports,Finland,2012,79203938
Luxembourg,Exports,Finland,2013,52724412
Luxembourg,Exports,Finland,2014,48274507
Luxembourg,Exports,Finland,2015,51610262
Luxembourg,Exports,Finland,2017,56190522
Luxembourg,Exports,Finland,2018,60605246
Luxembourg,Exports,France,2010,3005302782
Luxembourg,Exports,France,2011,3328101685
Luxembourg,Exports,France,2012,3023577061
Luxembourg,Exports,France,2013,2041507535
Luxembourg,Exports,France,2014,1993681339
Luxembourg,Exports,France,2015,1768854055
Luxembourg,Exports,France,2017,2043098426
Luxembourg,Exports,France,2018,2181744649
Luxembourg,Exports,Germany,2010,4220221801
Luxembourg,Exports,Germany,2011,4604713616
Luxembourg,Exports,Germany,2012,4035821758
Luxembourg,Exports,Germany,2013,3800146240
Luxembourg,Exports,Germany,2014,4055181416
Luxembourg,Exports,Germany,2015,3430142858
Luxembourg,Exports,Germany,2017,3730514678
Luxembourg,Exports,Germany,2018,3924731297
Luxembourg,Exports,Greece,2010,133461894
Luxembourg,Exports,Greece,2011,104615732
Luxembourg,Exports,Greece,2012,132731606
Luxembourg,Exports,Greece,2013,34699940
Luxembourg,Exports,Greece,2014,46334513
Luxembourg,Exports,Greece,2015,36371967
Luxembourg,Exports,Greece,2017,29338958
Luxembourg,Exports,Greece,2018,28783438
Luxembourg,Exports,Hungary,2010,91332709
Luxembourg,Exports,Hungary,2011,78723688
Luxembourg,Exports,Hungary,2012,68775650
Luxembourg,Exports,Hungary,2013,55318131
Luxembourg,Exports,Hungary,2014,59010682
Luxembourg,Exports,Hungary,2015,51189756
Luxembourg,Exports,Hungary,2017,84228451
Luxembourg,Exports,Hungary,2018,82432483
Luxembourg,Exports,Iceland,2010,591516
Luxembourg,Exports,Iceland,2011,1101033
Luxembourg,Exports,Iceland,2012,3026913
Luxembourg,Exports,Iceland,2013,2046922
Luxembourg,Exports,Iceland,2014,1776169
Luxembourg,Exports,Iceland,2015,3229208
Luxembourg,Exports,Iceland,2017,2051811
Luxembourg,Exports,Iceland,2018,3578261
Luxembourg,Exports,Ireland,2010,116826090
Luxembourg,Exports,Ireland,2011,139087714
Luxembourg,Exports,Ireland,2012,74949609
Luxembourg,Exports,Ireland,2013,56366425
Luxembourg,Exports,Ireland,2014,49154980
Luxembourg,Exports,Ireland,2015,38866292
Luxembourg,Exports,Ireland,2017,52299483
Luxembourg,Exports,Ireland,2018,86629812
Luxembourg,Exports,Italy,2010,1421174290
Luxembourg,Exports,Italy,2011,1147425887
Luxembourg,Exports,Italy,2012,1086921320
Luxembourg,Exports,Italy,2013,471914066
Luxembourg,Exports,Italy,2014,502634647
Luxembourg,Exports,Italy,2015,488399059
Luxembourg,Exports,Italy,2017,541808270
Luxembourg,Exports,Italy,2018,599132952
Luxembourg,Exports,Japan,2010,51793984
Luxembourg,Exports,Japan,2011,59466258
Luxembourg,Exports,Japan,2012,82448246
Luxembourg,Exports,Japan,2013,74150250
Luxembourg,Exports,Japan,2014,74929447
Luxembourg,Exports,Japan,2015,69163878
Luxembourg,Exports,Japan,2017,80344340
Luxembourg,Exports,Japan,2018,87400694
Luxembourg,Exports,Korea,2010,29959449
Luxembourg,Exports,Korea,2011,31564941
Luxembourg,Exports,Korea,2012,39653524
Luxembourg,Exports,Korea,2013,52169923
Luxembourg,Exports,Korea,2014,34671014
Luxembourg,Exports,Korea,2015,49256318
Luxembourg,Exports,Korea,2017,52827409
Luxembourg,Exports,Korea,2018,55222507
Luxembourg,Exports,Mexico,2010,73708086
Luxembourg,Exports,Mexico,2011,77737086
Luxembourg,Exports,Mexico,2012,64355730
Luxembourg,Exports,Mexico,2013,58794743
Luxembourg,Exports,Mexico,2014,66053070
Luxembourg,Exports,Mexico,2015,40056663
Luxembourg,Exports,Mexico,2017,36603436
Luxembourg,Exports,Mexico,2018,85402704
Luxembourg,Exports,Netherlands,2010,814372201
Luxembourg,Exports,Netherlands,2011,868303391
Luxembourg,Exports,Netherlands,2012,724870467
Luxembourg,Exports,Netherlands,2013,710004710
Luxembourg,Exports,Netherlands,2014,720620459
Luxembourg,Exports,Netherlands,2015,669397678
Luxembourg,Exports,Netherlands,2017,774074748
Luxembourg,Exports,Netherlands,2018,890003617
Luxembourg,Exports,New Zealand,2010,2594122
Luxembourg,Exports,New Zealand,2011,5418079
Luxembourg,Exports,New Zealand,2012,3437313
Luxembourg,Exports,New Zealand,2013,2341123
Luxembourg,Exports,New Zealand,2014,3625590
Luxembourg,Exports,New Zealand,2015,2668757
Luxembourg,Exports,New Zealand,2017,2983326
Luxembourg,Exports,New Zealand,2018,5109466
Luxembourg,Exports,Norway,2010,74046742
Luxembourg,Exports,Norway,2011,81276275
Luxembourg,Exports,Norway,2012,75355810
Luxembourg,Exports,Norway,2013,83180376
Luxembourg,Exports,Norway,2014,77735433
Luxembourg,Exports,Norway,2015,66460006
Luxembourg,Exports,Norway,2017,66295493
Luxembourg,Exports,Norway,2018,69778803
Luxembourg,Exports,Poland,2010,365937609
Luxembourg,Exports,Poland,2011,399247410
Luxembourg,Exports,Poland,2012,310819209
Luxembourg,Exports,Poland,2013,319703357
Luxembourg,Exports,Poland,2014,335937319
Luxembourg,Exports,Poland,2015,275007817
Luxembourg,Exports,Poland,2017,331489259
Luxembourg,Exports,Poland,2018,404885345
Luxembourg,Exports,Portugal,2010,67473292
Luxembourg,Exports,Portugal,2011,48125148
Luxembourg,Exports,Portugal,2012,36039094
Luxembourg,Exports,Portugal,2013,38837133
Luxembourg,Exports,Portugal,2014,37800598
Luxembourg,Exports,Portugal,2015,46284207
Luxembourg,Exports,Portugal,2017,63758843
Luxembourg,Exports,Portugal,2018,78510581
Luxembourg,Exports,Slovak Republic,2010,67772501
Luxembourg,Exports,Slovak Republic,2011,56278347
Luxembourg,Exports,Slovak Republic,2012,52059059
Luxembourg,Exports,Slovak Republic,2013,54857399
Luxembourg,Exports,Slovak Republic,2014,65217908
Luxembourg,Exports,Slovak Republic,2015,53430321
Luxembourg,Exports,Slovak Republic,2017,52631469
Luxembourg,Exports,Slovak Republic,2018,62633532
Luxembourg,Exports,Spain,2010,450897118
Luxembourg,Exports,Spain,2011,379994425
Luxembourg,Exports,Spain,2012,352559005
Luxembourg,Exports,Spain,2013,289501155
Luxembourg,Exports,Spain,2014,308094874
Luxembourg,Exports,Spain,2015,293213095
Luxembourg,Exports,Spain,2017,330872552
Luxembourg,Exports,Spain,2018,369437278
Luxembourg,Exports,Sweden,2010,318078183
Luxembourg,Exports,Sweden,2011,468779319
Luxembourg,Exports,Sweden,2012,327717915
Luxembourg,Exports,Sweden,2013,196908072
Luxembourg,Exports,Sweden,2014,210629772
Luxembourg,Exports,Sweden,2015,185365347
Luxembourg,Exports,Sweden,2017,196971432
Luxembourg,Exports,Sweden,2018,217796443
Luxembourg,Exports,Switzerland,2010,762136522
Luxembourg,Exports,Switzerland,2011,821760747
Luxembourg,Exports,Switzerland,2012,910365669
Luxembourg,Exports,Switzerland,2013,166816701
Luxembourg,Exports,Switzerland,2014,429446911
Luxembourg,Exports,Switzerland,2015,171534125
Luxembourg,Exports,Switzerland,2017,338967542
Luxembourg,Exports,Switzerland,2018,203966996
Luxembourg,Exports,Turkey,2010,254089743
Luxembourg,Exports,Turkey,2011,488006352
Luxembourg,Exports,Turkey,2012,558909548
Luxembourg,Exports,Turkey,2013,127219752
Luxembourg,Exports,Turkey,2014,166887017
Luxembourg,Exports,Turkey,2015,125611699
Luxembourg,Exports,Turkey,2017,125793141
Luxembourg,Exports,Turkey,2018,192406496
Luxembourg,Exports,United Kingdom,2010,1802585485
Luxembourg,Exports,United Kingdom,2011,1534546744
Luxembourg,Exports,United Kingdom,2012,1109427257
Luxembourg,Exports,United Kingdom,2013,482843303
Luxembourg,Exports,United Kingdom,2014,549694775
Luxembourg,Exports,United Kingdom,2015,486556192
Luxembourg,Exports,United Kingdom,2017,483954163
Luxembourg,Exports,United Kingdom,2018,512436424
Luxembourg,Exports,United States,2010,346032155
Luxembourg,Exports,United States,2011,546685982
Luxembourg,Exports,United States,2012,401255291
Luxembourg,Exports,United States,2013,470289690
Luxembourg,Exports,United States,2014,482358842
Luxembourg,Exports,United States,2015,442956630
Luxembourg,Exports,United States,2017,408144044
Luxembourg,Exports,United States,2018,429398503
Luxembourg,Exports,Argentina,2010,3254496
Luxembourg,Exports,Argentina,2011,12134543
Luxembourg,Exports,Argentina,2012,8883171
Luxembourg,Exports,Argentina,2013,6935325
Luxembourg,Exports,Argentina,2014,9187896
Luxembourg,Exports,Argentina,2015,5768053
Luxembourg,Exports,Argentina,2017,7087025
Luxembourg,Exports,Argentina,2018,8105429
Luxembourg,Exports,Brazil,2010,44310106
Luxembourg,Exports,Brazil,2011,42559772
Luxembourg,Exports,Brazil,2012,43006275
Luxembourg,Exports,Brazil,2013,59309192
Luxembourg,Exports,Brazil,2014,45085353
Luxembourg,Exports,Brazil,2015,63566072
Luxembourg,Exports,Brazil,2017,50665045
Luxembourg,Exports,Brazil,2018,42323608
Luxembourg,Exports,Chile,2010,9312466
Luxembourg,Exports,Chile,2011,19840921
Luxembourg,Exports,Chile,2012,25673983
Luxembourg,Exports,Chile,2013,10937749
Luxembourg,Exports,Chile,2014,4764989
Luxembourg,Exports,Chile,2015,4971758
Luxembourg,Exports,Chile,2017,7541306
Luxembourg,Exports,Chile,2018,9617482
Luxembourg,Exports,China (People's Republic of),2010,176415911
Luxembourg,Exports,China (People's Republic of),2011,234403218
Luxembourg,Exports,China (People's Republic of),2012,250603976
Luxembourg,Exports,China (People's Republic of),2013,215322425
Luxembourg,Exports,China (People's Republic of),2014,257023956
Luxembourg,Exports,China (People's Republic of),2015,253129979
Luxembourg,Exports,China (People's Republic of),2017,221813670
Luxembourg,Exports,China (People's Republic of),2018,243134630
Luxembourg,Exports,Estonia,2010,8065493
Luxembourg,Exports,Estonia,2011,10953262
Luxembourg,Exports,Estonia,2012,9710755
Luxembourg,Exports,Estonia,2013,11373686
Luxembourg,Exports,Estonia,2014,12314956
Luxembourg,Exports,Estonia,2015,8524297
Luxembourg,Exports,Estonia,2017,7431033
Luxembourg,Exports,Estonia,2018,9311563
Luxembourg,Exports,India,2010,57587047
Luxembourg,Exports,India,2011,75752050
Luxembourg,Exports,India,2012,66810566
Luxembourg,Exports,India,2013,52245272
Luxembourg,Exports,India,2014,42128831
Luxembourg,Exports,India,2015,44125381
Luxembourg,Exports,India,2017,32935672
Luxembourg,Exports,India,2018,42513948
Luxembourg,Exports,Indonesia,2010,4970242
Luxembourg,Exports,Indonesia,2011,14484372
Luxembourg,Exports,Indonesia,2012,6994972
Luxembourg,Exports,Indonesia,2013,8175521
Luxembourg,Exports,Indonesia,2014,6684001
Luxembourg,Exports,Indonesia,2015,9299615
Luxembourg,Exports,Indonesia,2017,17083091
Luxembourg,Exports,Indonesia,2018,18527344
Luxembourg,Exports,Israel,2010,22378302
Luxembourg,Exports,Israel,2011,19138503
Luxembourg,Exports,Israel,2012,16328264
Luxembourg,Exports,Israel,2013,16059041
Luxembourg,Exports,Israel,2014,17335055
Luxembourg,Exports,Israel,2015,19111015
Luxembourg,Exports,Israel,2017,17594127
Luxembourg,Exports,Israel,2018,21295350
Luxembourg,Exports,Russia,2010,228641174
Luxembourg,Exports,Russia,2011,298891014
Luxembourg,Exports,Russia,2012,238604944
Luxembourg,Exports,Russia,2013,200563851
Luxembourg,Exports,Russia,2014,156998022
Luxembourg,Exports,Russia,2015,107049759
Luxembourg,Exports,Russia,2017,156350992
Luxembourg,Exports,Russia,2018,142200348
Luxembourg,Exports,Saudi Arabia,2010,170509504
Luxembourg,Exports,Saudi Arabia,2011,99176772
Luxembourg,Exports,Saudi Arabia,2012,66403607
Luxembourg,Exports,Saudi Arabia,2013,52192282
Luxembourg,Exports,Saudi Arabia,2014,47991557
Luxembourg,Exports,Saudi Arabia,2015,51238426
Luxembourg,Exports,Saudi Arabia,2017,31912352
Luxembourg,Exports,Saudi Arabia,2018,47794705
Luxembourg,Exports,Slovenia,2010,43876602
Luxembourg,Exports,Slovenia,2011,59790013
Luxembourg,Exports,Slovenia,2012,47445907
Luxembourg,Exports,Slovenia,2013,40328304
Luxembourg,Exports,Slovenia,2014,36809965
Luxembourg,Exports,Slovenia,2015,34326336
Luxembourg,Exports,Slovenia,2017,42747451
Luxembourg,Exports,Slovenia,2018,39263002
Luxembourg,Exports,South Africa,2010,80383887
Luxembourg,Exports,South Africa,2011,166473148
Luxembourg,Exports,South Africa,2012,148141999
Luxembourg,Exports,South Africa,2013,50217609
Luxembourg,Exports,South Africa,2014,55069195
Luxembourg,Exports,South Africa,2015,61175372
Luxembourg,Exports,South Africa,2017,51121405
Luxembourg,Exports,South Africa,2018,57019163
Mexico,Exports,Australia,2010,657029148
Mexico,Exports,Australia,2011,894570558
Mexico,Exports,Australia,2012,1086406732
Mexico,Exports,Australia,2013,988230044
Mexico,Exports,Australia,2014,1009286609
Mexico,Exports,Australia,2015,1050338221
Mexico,Exports,Australia,2016,835885874
Mexico,Exports,Australia,2017,1189887505
Mexico,Exports,Australia,2018,1238599707
Mexico,Exports,Austria,2010,39047745
Mexico,Exports,Austria,2011,47774770
Mexico,Exports,Austria,2012,88818649
Mexico,Exports,Austria,2013,102221761
Mexico,Exports,Austria,2014,135344282
Mexico,Exports,Austria,2015,204567418
Mexico,Exports,Austria,2016,326613453
Mexico,Exports,Austria,2017,237676006
Mexico,Exports,Austria,2018,231780003
Mexico,Exports,Belgium,2010,872776952
Mexico,Exports,Belgium,2011,1212338197
Mexico,Exports,Belgium,2012,1146896392
Mexico,Exports,Belgium,2013,1106340115
Mexico,Exports,Belgium,2014,1700306681
Mexico,Exports,Belgium,2015,1594292466
Mexico,Exports,Belgium,2016,1467199757
Mexico,Exports,Belgium,2017,2098145433
Mexico,Exports,Belgium,2018,2000222001
Mexico,Exports,Canada,2010,10665908687
Mexico,Exports,Canada,2011,10676128203
Mexico,Exports,Canada,2012,10929055444
Mexico,Exports,Canada,2013,10411658161
Mexico,Exports,Canada,2014,10714113935
Mexico,Exports,Canada,2015,10544636884
Mexico,Exports,Canada,2016,10432270351
Mexico,Exports,Canada,2017,11355867278
Mexico,Exports,Canada,2018,14064765626
Mexico,Exports,Czech Republic,2010,77582384
Mexico,Exports,Czech Republic,2011,139602623
Mexico,Exports,Czech Republic,2012,228371162
Mexico,Exports,Czech Republic,2013,243566352
Mexico,Exports,Czech Republic,2014,239152557
Mexico,Exports,Czech Republic,2015,190670940
Mexico,Exports,Czech Republic,2016,206000118
Mexico,Exports,Czech Republic,2017,267204253
Mexico,Exports,Czech Republic,2018,304961434
Mexico,Exports,Denmark,2010,119339190
Mexico,Exports,Denmark,2011,115512564
Mexico,Exports,Denmark,2012,190206214
Mexico,Exports,Denmark,2013,141581190
Mexico,Exports,Denmark,2014,146457964
Mexico,Exports,Denmark,2015,173873934
Mexico,Exports,Denmark,2016,182807055
Mexico,Exports,Denmark,2017,180355641
Mexico,Exports,Denmark,2018,177296318
Mexico,Exports,Finland,2010,64046849
Mexico,Exports,Finland,2011,73542535
Mexico,Exports,Finland,2012,100289245
Mexico,Exports,Finland,2013,65969790
Mexico,Exports,Finland,2014,75673972
Mexico,Exports,Finland,2015,116619501
Mexico,Exports,Finland,2016,140286701
Mexico,Exports,Finland,2017,137392886
Mexico,Exports,Finland,2018,155729603
Mexico,Exports,France,2010,593574593
Mexico,Exports,France,2011,730990912
Mexico,Exports,France,2012,1296007104
Mexico,Exports,France,2013,1296086879
Mexico,Exports,France,2014,1616150698
Mexico,Exports,France,2015,2151929669
Mexico,Exports,France,2016,1908111844
Mexico,Exports,France,2017,1884882158
Mexico,Exports,France,2018,1769900827
Mexico,Exports,Germany,2010,3556063457
Mexico,Exports,Germany,2011,4315122553
Mexico,Exports,Germany,2012,4486636013
Mexico,Exports,Germany,2013,3793925300
Mexico,Exports,Germany,2014,3551877714
Mexico,Exports,Germany,2015,3507894389
Mexico,Exports,Germany,2016,4118769643
Mexico,Exports,Germany,2017,6974586250
Mexico,Exports,Germany,2018,7069744801
Mexico,Exports,Greece,2010,28203565
Mexico,Exports,Greece,2011,34315244
Mexico,Exports,Greece,2012,71587176
Mexico,Exports,Greece,2013,36478172
Mexico,Exports,Greece,2014,31051265
Mexico,Exports,Greece,2015,28290983
Mexico,Exports,Greece,2016,33196366
Mexico,Exports,Greece,2017,38844314
Mexico,Exports,Greece,2018,41916203
Mexico,Exports,Hungary,2010,295233507
Mexico,Exports,Hungary,2011,655469417
Mexico,Exports,Hungary,2012,601186183
Mexico,Exports,Hungary,2013,737747440
Mexico,Exports,Hungary,2014,192692112
Mexico,Exports,Hungary,2015,220341237
Mexico,Exports,Hungary,2016,288445854
Mexico,Exports,Hungary,2017,226948318
Mexico,Exports,Hungary,2018,240210414
Mexico,Exports,Ireland,2010,225879172
Mexico,Exports,Ireland,2011,255299524
Mexico,Exports,Ireland,2012,229206822
Mexico,Exports,Ireland,2013,272536847
Mexico,Exports,Ireland,2014,262398089
Mexico,Exports,Ireland,2015,247570765
Mexico,Exports,Ireland,2016,281033667
Mexico,Exports,Ireland,2017,373789553
Mexico,Exports,Ireland,2018,334962644
Mexico,Exports,Italy,2010,651295663
Mexico,Exports,Italy,2011,1554233920
Mexico,Exports,Italy,2012,1300905219
Mexico,Exports,Italy,2013,1248663087
Mexico,Exports,Italy,2014,1626039910
Mexico,Exports,Italy,2015,1673405602
Mexico,Exports,Italy,2016,1213424743
Mexico,Exports,Italy,2017,1271261571
Mexico,Exports,Italy,2018,1782451381
Mexico,Exports,Japan,2010,1925505766
Mexico,Exports,Japan,2011,2256841682
Mexico,Exports,Japan,2012,2614128264
Mexico,Exports,Japan,2013,2239629161
Mexico,Exports,Japan,2014,2608463068
Mexico,Exports,Japan,2015,3017433489
Mexico,Exports,Japan,2016,3778853379
Mexico,Exports,Japan,2017,4038444851
Mexico,Exports,Japan,2018,3277293629
Mexico,Exports,Korea,2010,928795501
Mexico,Exports,Korea,2011,1521898326
Mexico,Exports,Korea,2012,1726720226
Mexico,Exports,Korea,2013,1525289178
Mexico,Exports,Korea,2014,2027369466
Mexico,Exports,Korea,2015,2815375513
Mexico,Exports,Korea,2016,2507144213
Mexico,Exports,Korea,2017,3428469620
Mexico,Exports,Korea,2018,2283813651
Mexico,Exports,Luxembourg,2010,7805267
Mexico,Exports,Luxembourg,2011,6593945
Mexico,Exports,Luxembourg,2012,15277244
Mexico,Exports,Luxembourg,2013,19681016
Mexico,Exports,Luxembourg,2014,138364401
Mexico,Exports,Luxembourg,2015,136793500
Mexico,Exports,Luxembourg,2016,150161652
Mexico,Exports,Luxembourg,2017,103121764
Mexico,Exports,Luxembourg,2018,22591640
Mexico,Exports,Netherlands,2010,1840987606
Mexico,Exports,Netherlands,2011,2078883190
Mexico,Exports,Netherlands,2012,1924622040
Mexico,Exports,Netherlands,2013,1586948752
Mexico,Exports,Netherlands,2014,2270249028
Mexico,Exports,Netherlands,2015,1833695799
Mexico,Exports,Netherlands,2016,1636099603
Mexico,Exports,Netherlands,2017,1990031905
Mexico,Exports,Netherlands,2018,2382560680
Mexico,Exports,New Zealand,2010,58446848
Mexico,Exports,New Zealand,2011,91944238
Mexico,Exports,New Zealand,2012,102439765
Mexico,Exports,New Zealand,2013,111594900
Mexico,Exports,New Zealand,2014,99154866
Mexico,Exports,New Zealand,2015,105626033
Mexico,Exports,New Zealand,2016,93532382
Mexico,Exports,New Zealand,2017,113046528
Mexico,Exports,New Zealand,2018,175751837
Mexico,Exports,Norway,2010,40835825
Mexico,Exports,Norway,2011,45095956
Mexico,Exports,Norway,2012,66090997
Mexico,Exports,Norway,2013,34358823
Mexico,Exports,Norway,2014,55518304
Mexico,Exports,Norway,2015,62567461
Mexico,Exports,Norway,2016,44440767
Mexico,Exports,Norway,2017,41862682
Mexico,Exports,Norway,2018,47412384
Mexico,Exports,Poland,2010,92338914
Mexico,Exports,Poland,2011,134883464
Mexico,Exports,Poland,2012,154167795
Mexico,Exports,Poland,2013,157812028
Mexico,Exports,Poland,2014,194476246
Mexico,Exports,Poland,2015,314433407
Mexico,Exports,Poland,2016,248972713
Mexico,Exports,Poland,2017,280203296
Mexico,Exports,Poland,2018,309290603
Mexico,Exports,Portugal,2010,183117879
Mexico,Exports,Portugal,2011,332314183
Mexico,Exports,Portugal,2012,174931277
Mexico,Exports,Portugal,2013,62303388
Mexico,Exports,Portugal,2014,44876802
Mexico,Exports,Portugal,2015,166222353
Mexico,Exports,Portugal,2016,166689707
Mexico,Exports,Portugal,2017,166909990
Mexico,Exports,Portugal,2018,115793785
Mexico,Exports,Slovak Republic,2010,9260111
Mexico,Exports,Slovak Republic,2011,20275980
Mexico,Exports,Slovak Republic,2012,26700441
Mexico,Exports,Slovak Republic,2013,20228816
Mexico,Exports,Slovak Republic,2014,31446782
Mexico,Exports,Slovak Republic,2015,44394135
Mexico,Exports,Slovak Republic,2016,40352719
Mexico,Exports,Slovak Republic,2017,46430422
Mexico,Exports,Slovak Republic,2018,50296570
Mexico,Exports,Spain,2010,3838050419
Mexico,Exports,Spain,2011,4902368506
Mexico,Exports,Spain,2012,7157368917
Mexico,Exports,Spain,2013,7112911639
Mexico,Exports,Spain,2014,5959277526
Mexico,Exports,Spain,2015,3294843708
Mexico,Exports,Spain,2016,3267583245
Mexico,Exports,Spain,2017,4239613444
Mexico,Exports,Spain,2018,1719137857
Mexico,Exports,Sweden,2010,108475821
Mexico,Exports,Sweden,2011,87539294
Mexico,Exports,Sweden,2012,93000228
Mexico,Exports,Sweden,2013,80295250
Mexico,Exports,Sweden,2014,121816938
Mexico,Exports,Sweden,2015,157022715
Mexico,Exports,Sweden,2016,96133338
Mexico,Exports,Sweden,2017,85875685
Mexico,Exports,Sweden,2018,124836193
Mexico,Exports,Switzerland,2010,862948796
Mexico,Exports,Switzerland,2011,1207678920
Mexico,Exports,Switzerland,2012,823730242
Mexico,Exports,Switzerland,2013,1111888336
Mexico,Exports,Switzerland,2014,1485913064
Mexico,Exports,Switzerland,2015,1762952114
Mexico,Exports,Switzerland,2016,903868151
Mexico,Exports,Switzerland,2017,804219907
Mexico,Exports,Switzerland,2018,844000295
